user_id,condition,name,age,gender,occupation,education,familiar_with_diabetes,main_No Knowledge,"main_I have used AI systems such as chatgpt, midjourney etc.",main_I understand basic AI concepts,main_I understand advanced AI concepts,main_I am an AI researcher,main_I am an AI developer,pre_ChatGPT,pre_Claude.ai,pre_Perplexity,pre_Pi,pre_MidJourney,pre_Writing assistance and editing,pre_Problem-solving and brainstorming,pre_Language translation and explanation,pre_Math and coding,pre_Summarizing long texts or articles,pre_Explaining complex concepts in simpler terms,pre_Answering questions,pre_Providing general advice,pre_Help with making decisions,pre_Image generation,pre_Video generation,pre_frequency,pre_satisfaction,pre_complexity,pre_understand,pre_reliability,pre_trust,pre_accurate,pre_future,pre_use_others,pre_purpose_others,1_1,1_2,1_3,2_1,2_2,2_3,3_1,3_2,3_3,4_1,4_2,4_3,5_1,5_2,5_3,6_1,6_2,6_3,7_1,7_2,7_3,8_1,8_2,8_3,9_1,9_2,9_3,10_1,10_2,10_3,11_1,11_2,11_3,12_1,12_2,12_3,13_1,13_2,13_3,14_1,14_2,14_3,15_1,15_2,15_3,16_1,16_2,16_3,17_1,17_2,17_3,18_1,18_2,18_3,19_1,19_2,19_3,20_1,20_2,20_3,post_condition_satisfaction,post_condition_satisfaction_2,post_condition_text,post_satisfaction,post_complexity,post_reliability,post_accurate,post_base_question,post_challenge,post_open,post_use,post_confi,post_understand_condition,post_consistent,post_demanding,post_easier,post_mental_demanding,post_autonomy,post_trust,post_confident,post_notice,post_help_final,post_increase_trust,post_comfortable,post_like_use,post_trust_change,21,21_2,21_3,22,22_2,22_3,23,23_2,23_3,24,24_2,24_3,25,25_2,25_3,26,26_2,26_3,27,27_2,27_3,28,28_2,28_3,29,29_2,29_3,30,30_2,30_3,31,31_2,31_3,32,32_2,32_3,33,33_2,33_3,34,34_2,34_3,35,35_2,35_3,36,36_2,36_3,37,37_2,37_3,38,38_2,38_3,39,39_2,39_3,40,40_2,40_3,gpt_cl_estimation_1,gpt_cl_estimation_2,gpt_cl_estimation_3,gpt_cl_estimation_4,gpt_cl_estimation_5,gpt_cl_estimation_6,gpt_cl_estimation_7,gpt_cl_estimation_8,gpt_cl_estimation_9,gpt_cl_estimation_10,gpt_cl_estimation_11,gpt_cl_estimation_12,gpt_cl_estimation_13,gpt_cl_estimation_14,gpt_cl_estimation_15,gpt_cl_estimation_16,gpt_cl_estimation_17,gpt_cl_estimation_18,gpt_cl_estimation_19,gpt_cl_estimation_20,self_cl_1,ai_cl_1,self_cl_2,ai_cl_2,self_cl_3,ai_cl_3,self_cl_4,ai_cl_4,self_cl_5,ai_cl_5,self_cl_6,ai_cl_6,self_cl_7,ai_cl_7,self_cl_8,ai_cl_8,self_cl_9,ai_cl_9,self_cl_10,ai_cl_10,self_cl_11,ai_cl_11,self_cl_12,ai_cl_12,self_cl_13,ai_cl_13,self_cl_14,ai_cl_14,self_cl_15,ai_cl_15,self_cl_16,ai_cl_16,self_cl_17,ai_cl_17,self_cl_18,ai_cl_18,self_cl_19,ai_cl_19,self_cl_20,ai_cl_20,1_ai,1_gt,2_ai,2_gt,3_ai,3_gt,4_ai,4_gt,5_ai,5_gt,6_ai,6_gt,7_ai,7_gt,8_ai,8_gt,9_ai,9_gt,10_ai,10_gt,11_ai,11_gt,12_ai,12_gt,13_ai,13_gt,14_ai,14_gt,15_ai,15_gt,16_ai,16_gt,17_ai,17_gt,18_ai,18_gt,19_ai,19_gt,20_ai,20_gt
P2,3,P2,22,Woman,Assistant,College degree,3,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,False,False,False,False,&lt;1,5,6,7,4,5,5,5,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,False,False,False,True,True,True,False,False,False,True,True,True,True,True,True,False,False,False,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,True,True,2,6,It definitely made me second guess myself but ultimately I stuck with what I thought.,5,7,5,5,2,I found it difficult when meals were similar sizes and similar composition but had slightly different ingredients. I also thought it was difficult when meals were completely different (ie eggs and bacon compared to salad and chicken).,It definitely made me second guess myself but ultimately I stuck with what I thought.,5,5,7,6,6,5,1,7,4,5,5,2,4,6,6,7,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,67%,65%,78%,64.3%,67.89%,67%,65%,65%,75%,65%,68%,68.4%,67%,67.5%,65%,67%,58%,65%,67%,63.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Meal 1,True,Meal 2,True,Meal 2,True,Meal 1,True,Meal 2,False,Meal 2,True,Meal 1,False,Meal 1,True,Meal 2,True,Meal 2,True,Meal 2,True,Meal 2,False,Meal 1,True,Meal 2,True,Meal 1,False,Meal 2,True,Meal 1,True,Meal 1,True,Meal 2,True,Meal 2
P6,3,P6,24,Woman,General Manager,High school degree,4,False,False,False,True,False,False,True,False,False,False,True,True,True,False,False,True,False,True,True,True,True,False,5-8,6,7,7,5,6,6,7,,,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,True,True,True,True,True,True,False,True,True,False,False,False,True,False,False,False,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,False,False,True,True,True,6,6,"It definitely helped me when deciding whether or not to change my answer on some of the dishes, although I did disagree with the AI at times. 
",6,6,6,6,6,Sometimes I could not distinguish each dish from another (in terms of ingredients) so it made it a bit more difficult. ,"It definitely helped me when deciding whether or not to change my answer on some of the dishes, although I did disagree with the AI at times. 
",6,6,7,6,3,6,3,6,5,6,4,7,6,5,6,5,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,72%,85.61%,80%,76%,71.35%,82.5%,83.7%,83.5%,76%,72.15%,82.75%,83.59%,75%,83.50%,79.48%,85%,82%,82.7%,80.5%,72%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Meal 1,True,Meal 2,True,Meal 2,True,Meal 1,True,Meal 2,False,Meal 2,True,Meal 1,False,Meal 1,True,Meal 2,True,Meal 2,True,Meal 2,True,Meal 2,False,Meal 1,True,Meal 2,True,Meal 1,False,Meal 2,True,Meal 1,True,Meal 1,True,Meal 2,True,Meal 2
P18,3,P18,36,Man,Retail Worker,High school degree,7,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,5-8,7,7,7,7,7,7,7,,,True,True,True,False,True,True,False,False,True,True,True,True,True,True,True,False,False,False,True,True,True,False,False,False,True,True,True,True,True,True,False,False,True,True,True,True,False,False,False,False,False,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,7,4,It allowed me to feel safer trusting the AI.,7,7,7,7,6,"Some meals were pretty similar, which made it a bit difficult to decide. My main focus was on simple vs complex carbs.",It allowed me to feel safer trusting the AI.,7,7,7,6,3,6,1,5,6,7,3,7,7,7,7,4,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,77%,83.2%,74.2%,82.5%,72%,78.43%,84%,72.45%,72.5%,71.6%,70%,72%,80.5%,76.5%,79.65%,70%,71.5%,74%,67.5%,68.59%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Meal 1,True,Meal 2,True,Meal 2,True,Meal 1,True,Meal 2,False,Meal 2,True,Meal 1,False,Meal 1,True,Meal 2,True,Meal 2,True,Meal 2,True,Meal 2,False,Meal 1,True,Meal 2,True,Meal 1,False,Meal 2,True,Meal 1,True,Meal 1,True,Meal 2,True,Meal 2
P4,3,P4,50,Woman,Business Development,High school degree,5,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,1-4,5,5,6,5,5,5,6,,,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,True,True,True,False,False,True,True,True,True,True,True,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,False,False,True,True,True,4,6,It didn't really help. I felt like I knew what I was doing.,6,7,6,6,3,The hardest part was understanding what some of the food was in the pictures. Some of it was hard to tell. ,It didn't really help. I felt like I knew what I was doing.,5,6,6,6,1,4,1,6,5,6,4,4,4,6,4,3,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,75%,68%,77%,75.2%,67.3%,75%,72.5%,75%,76.5%,76.23%,70%,78%,65%,76.8%,65%,70%,71.5%,75.6%,71.55%,85.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Meal 1,True,Meal 2,True,Meal 2,True,Meal 1,True,Meal 2,False,Meal 2,True,Meal 1,False,Meal 1,True,Meal 2,True,Meal 2,True,Meal 2,True,Meal 2,False,Meal 1,True,Meal 2,True,Meal 1,False,Meal 2,True,Meal 1,True,Meal 1,True,Meal 2,True,Meal 2
P3,3,P3,30,Man,Audio Engineer,High school degree,3,False,False,True,False,False,False,True,False,False,False,False,True,True,True,False,True,True,True,True,True,True,False,1-4,4,5,6,3,5,4,7,,,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,True,True,True,False,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,False,False,True,True,True,5,6,"It helped confirm my decisions, but if I saw it was blatantly wrong, I would still follow my eyes instead of the AI confidence levels.",6,7,7,6,6,Looking out for hidden simple carbs in the meals. It made visually healthy meals actually dangerous for type 2 diabetics. ,"It helped confirm my decisions, but if I saw it was blatantly wrong, I would still follow my eyes instead of the AI confidence levels.",4,6,7,6,2,5,1,6,5,6,3,3,7,5,4,7,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,68.34%,54%,68.9%,68%,67%,67.5%,73.68%,67%,70.5%,70%,68%,72.25%,65%,72.45%,64%,78.5%,64.7%,67.2%,67%,78%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Meal 1,True,Meal 2,True,Meal 2,True,Meal 1,True,Meal 2,False,Meal 2,True,Meal 1,False,Meal 1,True,Meal 2,True,Meal 2,True,Meal 2,True,Meal 2,False,Meal 1,True,Meal 2,True,Meal 1,False,Meal 2,True,Meal 1,True,Meal 1,True,Meal 2,True,Meal 2
P1,3,P1,31,Man,Accountant,College degree,4,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,13-16,6,6,6,6,6,6,6,,,True,True,True,False,True,True,False,False,True,True,True,True,True,True,True,True,False,False,False,True,True,True,False,False,True,True,True,False,False,True,True,True,True,True,True,True,False,False,False,False,True,True,False,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,6,6,Seeing the confidence levels of the AI helped me drastically in making my final choices. It was very helpful.,6,6,6,6,6,The fact that the foods provided has some similarities and not many differences.,Seeing the confidence levels of the AI helped me drastically in making my final choices. It was very helpful.,6,6,6,6,4,6,3,4,6,6,6,6,6,6,6,6,Meal 1,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,32%,36%,37.5%,40%,36%,30%,"Based on the user's historical choices and the new meal information, the predicted likelihood of the user choosing the correct meal is 40%.",35%,35%,49%,37.6%,25%,32%,42.5%,46%,35%,60%,47%,40%,37.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Meal 1,True,Meal 2,True,Meal 2,True,Meal 1,True,Meal 2,False,Meal 2,True,Meal 1,False,Meal 1,True,Meal 2,True,Meal 2,True,Meal 2,True,Meal 2,False,Meal 1,True,Meal 2,True,Meal 1,False,Meal 2,True,Meal 1,True,Meal 1,True,Meal 2,True,Meal 2
P5,3,P5,38,Man,front end manager,High school degree,2,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False,1-4,6,5,5,5,5,5,6,,,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,False,False,False,True,True,True,5,3,it gave me an idea of wether or not i could rely on the ai,6,6,6,4,3,Some times the food was plated in a messy manner making it difficult to notice something such as pasta being present on the plate,it gave me an idea of wether or not i could rely on the ai,4,5,6,6,1,4,1,6,5,6,2,4,4,5,5,2,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,67%,64%,70.34%,67.8%,65%,68%,67%,67.5%,68.5%,67.5%,62%,63%,75%,76%,65.8%,66.4%,63%,65%,72%,68%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Meal 1,True,Meal 2,True,Meal 2,True,Meal 1,True,Meal 2,False,Meal 2,True,Meal 1,False,Meal 1,True,Meal 2,True,Meal 2,True,Meal 2,True,Meal 2,False,Meal 1,True,Meal 2,True,Meal 1,False,Meal 2,True,Meal 1,True,Meal 1,True,Meal 2,True,Meal 2
P7,3,P7,67,Man,Chef,College degree,6,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,13-16,5,6,5,6,5,5,6,,,False,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,False,False,False,True,True,False,True,True,True,True,True,False,True,True,True,False,False,False,False,True,True,True,True,True,False,False,True,True,True,False,True,True,False,True,True,False,True,True,5,4,"It made me sure of my answer. 
",6,7,6,6,6,Making the right choice,"It made me sure of my answer. 
",4,5,6,5,6,5,4,5,5,6,5,6,5,5,6,5,Meal 1,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,70%,68%,72.63%,67.2%,63%,75%,71.45%,72.5%,70.86%,70%,78%,59%,70%,72%,72.4%,46%,67.5%,64%,73%,70%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Meal 1,True,Meal 2,True,Meal 2,True,Meal 1,True,Meal 2,False,Meal 2,True,Meal 1,False,Meal 1,True,Meal 2,True,Meal 2,True,Meal 2,True,Meal 2,False,Meal 1,True,Meal 2,True,Meal 1,False,Meal 2,True,Meal 1,True,Meal 1,True,Meal 2,True,Meal 2
P17,3,P17,32,Woman,manager,College degree,1,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,1-4,5,5,5,5,5,4,7,,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,False,False,False,False,False,False,True,True,True,False,False,True,False,True,True,True,True,True,5,5,very influenced,4,2,4,4,1,figuring out what the difference between each picture was,very influenced,2,3,4,5,4,2,2,6,5,5,2,5,5,6,5,4,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,65%,64.2%,72%,68.25%,68.7%,62.8%,68.24%,67.45%,47.8%,70.5%,70.5%,61.8%,65%,62%,60%,60%,62%,68%,65.00%,67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Meal 1,True,Meal 2,True,Meal 2,True,Meal 1,True,Meal 2,False,Meal 2,True,Meal 1,False,Meal 1,True,Meal 2,True,Meal 2,True,Meal 2,True,Meal 2,False,Meal 1,True,Meal 2,True,Meal 1,False,Meal 2,True,Meal 1,True,Meal 1,True,Meal 2,True,Meal 2
P15,3,P15,44,Man,Search engine evaluator ,High school degree,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,1-4,5,6,6,4,5,5,6,Gemini,,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,False,False,False,True,True,True,5,5,This helped somewhat ,6,7,6,6,5,It was sometimes difficult to identify some foods,This helped somewhat ,5,5,6,6,2,5,1,6,5,5,5,5,6,5,6,5,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,Meal 1,EMPTY,EMPTY,Meal 2,EMPTY,EMPTY,67.25%,65%,65%,67.38%,67.8%,65%,65%,64.3%,51.3%,65%,65%,67.4%,58.6%,64%,65%,67.5%,68.5%,63%,68.37%,61.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,Meal 1,True,Meal 2,True,Meal 2,True,Meal 1,True,Meal 2,False,Meal 2,True,Meal 1,False,Meal 1,True,Meal 2,True,Meal 2,True,Meal 2,True,Meal 2,False,Meal 1,True,Meal 2,True,Meal 1,False,Meal 2,True,Meal 1,True,Meal 1,True,Meal 2,True,Meal 2
